inventory_id,dealer_id,product_id,stock_level,reorder_threshold,last_restock_date,last_sold_date,location,daily_consumption_rate,avg_monthly_demand,supplier_lead_time,order_quantity,days_since_restock,days_since_last_sold,safety_stock_level,historical_sales,stock_reorder_flag,stock_value
9361,408,2522,247,42,2025-02-12 06:08:32.861940,2025-02-09 06:08:32.937455,Warehouse B,1.29,38,5,190,10,13,9,4292,0,15975.86
9362,168,1561,313,50,2025-02-16 06:08:32.861946,2025-02-20 06:08:32.937464,Warehouse A,4.26,127,13,197,6,2,83,4902,0,25850.04
9363,203,4540,265,60,2025-01-01 06:08:32.861951,2025-02-16 06:08:32.937470,Warehouse B,4.15,124,18,120,52,6,112,2803,0,8619.34
9364,345,2479,21,31,2025-01-03 06:08:32.861956,2025-01-14 06:08:32.937475,Store Y,4.99,149,21,18,50,39,157,3086,1,780.06
9365,260,7677,326,25,2024-12-26 06:08:32.861964,2025-01-09 06:08:32.937481,Warehouse B,0.59,17,9,37,58,44,7,2749,0,6143.05
9366,299,2205,23,92,2025-01-01 06:08:32.861973,2025-01-03 06:08:32.937486,Store Y,2.93,87,12,75,52,50,52,4544,1,1599.86
9367,315,7660,193,84,2025-02-09 06:08:32.861990,2025-02-12 06:08:32.937491,Store X,3.66,109,21,84,13,10,115,962,0,18961.04
9368,311,9848,95,71,2024-12-25 06:08:32.862000,2025-01-21 06:08:32.937496,Distribution Hub,3.12,93,25,105,59,32,117,1630,0,4901.4
9369,115,1589,468,62,2025-01-14 06:08:32.862009,2025-02-04 06:08:32.937501,Warehouse A,3.7,111,16,31,39,18,88,1731,0,6627.65
9370,471,5326,444,84,2024-12-31 06:08:32.862018,2025-01-09 06:08:32.937507,Warehouse B,1.12,33,23,44,53,44,38,4779,0,2779.67
9371,431,5904,262,23,2024-12-26 06:08:32.862027,2024-12-31 06:08:32.937512,Warehouse A,0.51,15,12,115,58,53,9,3434,0,18943.58
9372,304,7421,71,68,2025-02-02 06:08:32.862033,2025-01-05 06:08:32.937517,Warehouse B,0.92,27,23,178,20,48,31,4330,0,1563.75
9373,464,4759,242,35,2024-12-21 06:08:32.862042,2025-01-13 06:08:32.937522,Store X,2.21,66,16,168,63,40,53,1944,0,22689.85
9374,138,9939,382,53,2025-02-12 06:08:32.862051,2025-01-03 06:08:32.937528,Store Y,1.98,59,12,68,10,50,35,3869,0,28551.18
9375,188,9655,37,29,2025-01-27 06:08:32.862058,2025-01-03 06:08:32.937533,Warehouse A,4.43,132,15,147,26,50,99,3405,0,842.16
9376,355,9945,404,93,2025-02-03 06:08:32.862064,2024-12-25 06:08:32.937538,Store X,0.88,26,15,113,19,59,19,3574,0,36654.13
9377,353,6936,391,14,2024-12-23 06:08:32.862069,2025-01-31 06:08:32.937543,Store X,2.49,74,19,45,61,22,70,4343,0,10178.83
9378,315,9774,376,74,2024-12-07 06:08:32.862074,2025-01-31 06:08:32.937548,Distribution Hub,4.81,144,6,81,77,22,43,1991,0,36005.73
9379,467,3205,88,20,2025-01-19 06:08:32.862079,2025-01-25 06:08:32.937553,Store X,2.76,82,7,56,34,28,28,2769,0,2841.06
9380,402,5114,27,56,2024-11-30 06:08:32.862084,2025-02-17 06:08:32.937558,Distribution Hub,1.1,33,5,195,84,5,8,3330,1,456.1
9381,271,5027,91,19,2025-01-09 06:08:32.862089,2025-01-15 06:08:32.937564,Store X,1.81,54,5,56,44,38,13,1637,0,5391.88
9382,236,5816,53,70,2025-02-04 06:08:32.862095,2025-02-18 06:08:32.937569,Store Y,3.32,99,8,106,18,4,39,3384,1,3262.58
9383,483,8188,158,54,2024-12-12 06:08:32.862102,2025-01-22 06:08:32.937574,Store X,0.55,16,25,31,72,31,20,2848,0,10222.03
9384,277,3808,371,56,2025-02-06 06:08:32.862112,2025-01-14 06:08:32.937579,Store Y,4.86,145,23,167,16,39,167,4172,0,11422.07
9385,176,4603,227,43,2024-11-27 06:08:32.862139,2025-01-28 06:08:32.937584,Warehouse B,3.05,91,22,160,87,25,100,453,0,9142.11
9386,287,4913,472,22,2024-12-07 06:08:32.862148,2025-02-09 06:08:32.937589,Store X,3.67,110,5,125,77,13,27,4948,0,46824.43
9387,114,2419,371,98,2025-01-27 06:08:32.862157,2025-02-05 06:08:32.937596,Store X,2.75,82,23,56,26,17,94,2856,0,15930.56
9388,391,3167,375,32,2024-12-19 06:08:32.862162,2025-02-02 06:08:32.937605,Warehouse B,4.81,144,5,133,65,20,36,4097,0,5508.33
9389,418,3144,40,45,2024-12-18 06:08:32.862168,2024-12-26 06:08:32.937613,Distribution Hub,3.15,94,14,191,66,58,66,214,1,1819.71
9390,424,3167,36,72,2024-12-07 06:08:32.862173,2025-01-29 06:08:32.937622,Store Y,3.48,104,26,153,77,24,135,2682,1,831.7
9391,313,6891,124,85,2025-01-26 06:08:32.862178,2025-02-03 06:08:32.937627,Warehouse B,4.37,131,17,19,27,19,111,3756,0,2370.81
9392,307,7536,421,56,2025-02-18 06:08:32.862183,2025-01-30 06:08:32.937633,Warehouse B,4.38,131,23,173,4,23,151,2743,0,17401.7
9393,268,2166,178,75,2025-01-02 06:08:32.862188,2025-02-20 06:08:32.937638,Warehouse A,0.63,18,24,37,51,2,22,1449,0,6704.71
9394,429,4575,331,93,2024-11-30 06:08:32.862193,2025-02-01 06:08:32.937643,Warehouse B,1.77,53,12,179,84,21,31,3033,0,5325.58
9395,379,3841,36,89,2025-02-19 06:08:32.862199,2025-02-15 06:08:32.937648,Distribution Hub,1.61,48,9,104,3,7,21,2312,1,237.73
9396,404,2870,100,23,2024-11-27 06:08:32.862204,2025-01-08 06:08:32.937653,Distribution Hub,0.53,15,15,154,87,45,11,4816,0,6513.76
9397,245,3886,30,62,2024-12-18 06:08:32.862209,2024-12-28 06:08:32.937659,Distribution Hub,4.45,133,25,57,66,56,166,4304,1,832.67
9398,362,1159,189,75,2025-02-06 06:08:32.862214,2025-01-08 06:08:32.937665,Store Y,1.93,57,12,61,16,45,34,4766,0,16324.17
9399,103,8243,145,58,2024-12-10 06:08:32.862219,2025-01-25 06:08:32.937674,Store Y,2.06,61,18,105,74,28,55,369,0,4986.51
9400,189,4763,89,25,2025-01-25 06:08:32.862224,2025-02-16 06:08:32.937682,Store X,0.95,28,16,197,28,6,22,2230,0,5053.28
9401,159,2055,5,77,2025-01-09 06:08:32.862230,2025-02-17 06:08:32.937690,Warehouse B,4.95,148,15,176,44,5,111,2966,1,130.15
9402,410,1333,392,52,2025-02-04 06:08:32.862235,2024-12-26 06:08:32.937696,Distribution Hub,4.22,126,17,60,18,58,107,4560,0,8843.13
9403,115,4596,138,86,2025-02-20 06:08:32.862240,2025-02-17 06:08:32.937703,Warehouse B,3.07,92,14,60,2,5,64,3821,0,13076.1
9404,326,8607,94,74,2024-12-06 06:08:32.862245,2025-02-11 06:08:32.937712,Store X,3.97,119,24,142,78,11,142,3860,0,6520.79
9405,128,2362,118,18,2025-01-09 06:08:32.862250,2025-02-01 06:08:32.937721,Store X,4.0,120,12,115,44,21,72,4760,0,11235.26
9406,250,1925,365,30,2025-02-02 06:08:32.862255,2025-01-07 06:08:32.937729,Distribution Hub,3.46,103,14,128,20,46,72,195,0,8762.85
9407,344,6519,119,91,2024-12-28 06:08:32.862261,2025-01-28 06:08:32.937739,Warehouse B,1.28,38,25,73,56,25,48,3140,0,9060.17
9408,369,3443,385,93,2025-01-30 06:08:32.862265,2025-01-29 06:08:32.937745,Store X,3.74,112,10,173,23,24,56,4772,0,10101.03
9409,178,4980,122,52,2024-12-24 06:08:32.862271,2025-02-04 06:08:32.937750,Warehouse A,3.06,91,5,176,60,18,22,921,0,9292.95
9410,388,8260,284,75,2024-12-13 06:08:32.862276,2025-01-18 06:08:32.937755,Store Y,3.76,112,13,123,71,35,73,3804,0,23829.32
9411,252,2419,365,13,2025-01-08 06:08:32.862281,2025-01-19 06:08:32.937761,Warehouse B,2.95,88,8,20,45,34,35,2826,0,9228.22
9412,376,1059,376,16,2025-01-06 06:08:32.862287,2025-02-10 06:08:32.937766,Distribution Hub,4.8,144,5,63,47,12,36,4525,0,14980.89
9413,378,3524,178,95,2024-12-06 06:08:32.862295,2025-01-29 06:08:32.937771,Store X,3.32,99,27,13,78,24,134,3740,0,11128.85
9414,156,4797,489,93,2025-01-16 06:08:32.862304,2025-01-06 06:08:32.937776,Store X,3.08,92,14,57,37,47,64,2088,0,44744.3
9415,285,2578,324,67,2025-02-14 06:08:32.862313,2025-01-09 06:08:32.937781,Store X,4.29,128,24,64,8,44,154,1074,0,2461.94
9416,497,8201,406,13,2025-02-17 06:08:32.862322,2025-01-22 06:08:32.937787,Store Y,2.21,66,25,42,5,31,82,4804,0,23559.43
9417,192,1707,483,29,2025-01-30 06:08:32.862328,2025-01-24 06:08:32.937796,Warehouse B,1.92,57,11,138,23,29,31,2326,0,8712.63
9418,375,9165,6,44,2025-02-12 06:08:32.862333,2025-02-02 06:08:32.937804,Store X,2.76,82,27,171,10,20,111,3258,1,272.0
9419,257,6277,383,68,2025-01-26 06:08:32.862338,2025-01-12 06:08:32.937814,Store Y,3.13,93,29,38,27,41,136,2785,0,21345.67
9420,374,2780,311,94,2025-02-21 06:08:32.862343,2025-01-09 06:08:32.937823,Warehouse A,1.49,44,29,122,1,44,64,831,0,24877.11
9421,280,3413,126,54,2024-12-13 06:08:32.862349,2025-01-14 06:08:32.937831,Warehouse B,3.57,107,11,161,71,39,58,4425,0,12577.43
9422,458,8750,76,23,2025-02-14 06:08:32.862353,2025-01-10 06:08:32.937840,Distribution Hub,4.11,123,29,75,8,43,178,1390,0,4422.56
9423,176,3161,233,31,2025-02-11 06:08:32.862359,2025-02-15 06:08:32.937849,Warehouse B,3.1,93,9,104,11,7,41,4152,0,10698.55
9424,250,9800,317,57,2025-01-25 06:08:32.862369,2025-01-13 06:08:32.937855,Store X,2.85,85,6,136,28,40,25,1194,0,16872.25
9425,337,1308,73,39,2025-01-19 06:08:32.862377,2025-01-12 06:08:32.937860,Distribution Hub,1.83,54,13,80,34,41,35,987,0,4538.23
9426,388,6439,483,38,2025-01-10 06:08:32.862386,2025-02-16 06:08:32.937865,Warehouse B,4.59,137,10,102,43,6,68,1966,0,6279.41
9427,330,5307,463,45,2024-11-30 06:08:32.862391,2025-02-20 06:08:32.937871,Distribution Hub,3.9,117,26,70,84,2,152,623,0,5478.07
9428,117,3364,270,51,2025-01-25 06:08:32.862396,2025-01-17 06:08:32.937879,Warehouse B,2.66,79,13,180,28,36,51,190,0,10170.61
9429,172,1184,308,38,2025-01-04 06:08:32.862401,2025-02-20 06:08:32.937888,Warehouse A,3.47,104,19,126,49,2,98,3351,0,3273.36
9430,288,6324,426,16,2024-12-23 06:08:32.862407,2025-02-05 06:08:32.937897,Warehouse A,2.02,60,17,98,61,17,51,3051,0,22173.19
9431,116,6483,466,41,2025-01-16 06:08:32.862416,2025-01-03 06:08:32.937906,Warehouse A,0.77,23,19,84,37,50,21,1177,0,13748.06
9432,118,1245,468,22,2025-02-19 06:08:32.862425,2024-12-25 06:08:32.937912,Warehouse B,1.42,42,5,54,3,59,10,2760,0,4677.55
9433,318,9430,119,22,2025-02-13 06:08:32.862433,2025-01-12 06:08:32.937918,Distribution Hub,0.86,25,19,44,9,41,24,3085,0,1173.89
9434,425,9183,34,63,2024-11-28 06:08:32.862439,2025-02-14 06:08:32.937923,Warehouse A,2.79,83,22,42,86,8,92,3877,1,1493.4
9435,219,6924,206,23,2024-11-25 06:08:32.862445,2024-12-28 06:08:32.937929,Store Y,3.3,99,15,78,89,56,74,452,0,7509.86
9436,200,1519,495,15,2025-02-20 06:08:32.862450,2025-01-30 06:08:32.937941,Store Y,2.21,66,7,149,2,23,23,1674,0,40774.29
9437,133,4907,269,25,2025-01-30 06:08:32.862455,2025-02-16 06:08:32.937947,Warehouse A,2.89,86,5,77,23,6,21,3176,0,4685.04
9438,183,1276,92,50,2025-01-02 06:08:32.862460,2025-01-21 06:08:32.937952,Warehouse A,0.88,26,8,169,51,32,10,3179,0,699.27
9439,295,6101,452,61,2025-02-05 06:08:32.862465,2025-01-29 06:08:32.937957,Store X,3.96,118,6,123,17,24,35,3745,0,4848.31
9440,429,9797,377,94,2025-01-28 06:08:32.862470,2025-01-12 06:08:32.937962,Store Y,0.65,19,20,33,25,41,19,4166,0,13778.33
9441,301,5573,176,25,2024-12-08 06:08:32.862475,2025-01-20 06:08:32.937968,Store Y,3.35,100,23,60,76,33,115,1157,0,11018.94
9442,443,5603,273,14,2025-01-26 06:08:32.862480,2025-01-16 06:08:32.937974,Warehouse A,2.45,73,20,21,27,37,73,2188,0,14336.72
9443,440,5053,178,33,2025-02-02 06:08:32.862485,2024-12-27 06:08:32.937983,Store X,1.33,39,16,162,20,57,31,2423,0,10528.68
9444,110,7812,128,52,2024-12-11 06:08:32.862490,2025-02-02 06:08:32.937992,Distribution Hub,2.85,85,12,114,73,20,51,3786,0,8262.36
9445,446,7073,124,74,2024-11-27 06:08:32.862495,2025-01-16 06:08:32.938000,Store X,4.01,120,8,161,87,37,48,172,0,4265.56
9446,499,1141,26,19,2025-01-17 06:08:32.862501,2024-12-29 06:08:32.938005,Store X,2.36,70,20,130,36,55,70,2743,0,2374.9
9447,317,2717,63,68,2025-01-25 06:08:32.862510,2025-01-14 06:08:32.938010,Store Y,2.15,64,13,137,28,39,41,4906,1,368.42
9448,352,8313,59,44,2025-01-24 06:08:32.862519,2024-12-27 06:08:32.938015,Warehouse A,1.14,34,26,181,29,57,44,3249,0,1299.31
9449,321,6714,218,40,2025-01-11 06:08:32.862527,2025-02-05 06:08:32.938021,Warehouse A,3.18,95,19,54,42,17,90,3372,0,14470.69
9450,482,1399,216,88,2024-12-26 06:08:32.862537,2025-01-15 06:08:32.938026,Warehouse A,4.23,126,16,194,58,38,101,2808,0,21045.57
9451,468,5763,168,20,2025-01-21 06:08:32.862546,2025-01-04 06:08:32.938031,Store X,3.03,90,21,54,32,49,95,3037,0,3270.81
9452,179,7255,148,18,2025-02-10 06:08:32.862562,2025-01-21 06:08:32.938037,Store X,1.24,37,26,131,12,32,48,4913,0,10682.43
9453,106,1238,269,75,2025-01-23 06:08:32.862571,2025-01-26 06:08:32.938042,Warehouse B,3.48,104,27,27,30,27,140,1278,0,7633.15
9454,371,4215,115,53,2024-12-24 06:08:32.862694,2024-12-29 06:08:32.938184,Distribution Hub,0.64,19,19,60,60,55,18,3120,0,2769.09
9455,326,8541,244,25,2025-02-11 06:08:32.862708,2025-01-29 06:08:32.938200,Warehouse B,4.27,128,8,157,11,24,51,4160,0,8286.77
9456,115,4647,147,57,2024-11-30 06:08:32.862713,2025-02-09 06:08:32.938207,Distribution Hub,4.65,139,12,106,84,13,83,867,0,3105.56
9457,111,6408,91,62,2025-02-11 06:08:32.862719,2024-12-30 06:08:32.938215,Warehouse B,3.19,95,7,102,11,54,33,4824,0,4988.26
9458,390,7340,84,74,2024-12-04 06:08:32.862724,2025-02-03 06:08:32.938226,Warehouse B,4.47,134,11,38,80,19,73,4450,0,7982.76
9459,340,3429,86,57,2025-01-03 06:08:32.862730,2025-01-15 06:08:32.938233,Warehouse B,0.88,26,11,95,50,38,14,1074,0,7969.44
9460,120,4652,394,79,2025-02-21 06:08:32.862735,2025-02-03 06:08:32.938239,Warehouse B,1.53,45,19,85,1,19,43,1872,0,21986.63
9461,277,7307,119,55,2024-11-25 06:08:32.862740,2025-02-16 06:08:32.938249,Store X,1.93,57,24,171,89,6,69,604,0,8959.11
9462,327,6140,449,84,2025-01-26 06:08:32.862745,2025-02-19 06:08:32.938257,Distribution Hub,3.98,119,21,77,27,3,125,461,0,10691.69
9463,372,3878,339,42,2025-01-21 06:08:32.862750,2025-01-23 06:08:32.938266,Warehouse B,2.68,80,14,14,32,30,56,2385,0,19610.62
9464,387,2535,23,61,2025-02-16 06:08:32.862755,2025-01-24 06:08:32.938276,Warehouse B,2.07,62,20,125,6,29,62,1012,1,1811.2
9465,396,9727,374,90,2025-01-12 06:08:32.862761,2024-12-28 06:08:32.938282,Warehouse A,1.21,36,20,131,41,56,36,237,0,13328.5
9466,233,7254,88,64,2025-01-17 06:08:32.862766,2025-01-17 06:08:32.938287,Store X,4.15,124,26,83,36,36,161,1084,0,2188.74
9467,382,1948,36,60,2025-01-14 06:08:32.862771,2024-12-30 06:08:32.938292,Store Y,0.59,17,19,159,39,54,16,2446,1,1174.24
9468,252,4941,341,49,2024-11-27 06:08:32.862776,2024-12-26 06:08:32.938297,Warehouse A,2.02,60,16,130,87,58,48,3684,0,10661.33
9469,165,7603,382,34,2025-01-23 06:08:32.862782,2024-12-29 06:08:32.938303,Store Y,1.59,47,11,162,30,55,26,2679,0,11743.4
9470,236,9625,407,72,2024-11-28 06:08:32.862787,2025-02-02 06:08:32.938308,Warehouse B,1.08,32,7,199,86,20,11,1314,0,4524.87
9471,191,2403,270,31,2024-12-27 06:08:32.862792,2025-02-22 06:08:32.938313,Distribution Hub,1.27,38,25,138,57,0,47,2006,0,14143.18
9472,416,8819,11,99,2025-02-11 06:08:32.862797,2025-01-02 06:08:32.938318,Store Y,2.72,81,28,88,11,51,114,819,1,222.32
9473,358,4511,493,47,2024-11-27 06:08:32.862802,2025-02-20 06:08:32.938323,Store Y,2.42,72,27,177,87,2,98,3782,0,44566.04
9474,202,3935,94,18,2025-02-19 06:08:32.862808,2025-02-10 06:08:32.938328,Store Y,2.83,84,6,40,3,12,25,924,0,7624.84
9475,154,5878,490,46,2025-01-05 06:08:32.862813,2025-02-16 06:08:32.938334,Distribution Hub,3.77,113,8,126,48,6,45,145,0,44830.47
9476,356,8506,447,14,2025-02-16 06:08:32.862818,2025-02-17 06:08:32.938339,Warehouse A,4.52,135,27,14,6,5,183,2545,0,39290.87
9477,200,8591,30,91,2025-02-15 06:08:32.862823,2025-02-17 06:08:32.938344,Store X,1.03,30,29,185,7,5,44,1634,1,1166.56
9478,297,6060,436,31,2025-01-09 06:08:32.862828,2025-01-20 06:08:32.938349,Distribution Hub,0.87,26,27,124,44,33,35,3674,0,34205.08
9479,400,4333,349,21,2024-12-23 06:08:32.862833,2025-01-22 06:08:32.938354,Warehouse A,1.94,58,12,82,61,31,34,2329,0,18267.24
9480,325,2602,232,69,2024-12-30 06:08:32.862842,2025-02-07 06:08:32.938359,Warehouse B,2.96,88,14,60,54,15,62,1255,0,6793.74
9481,336,9420,339,53,2025-01-02 06:08:32.862851,2025-01-16 06:08:32.938365,Warehouse A,0.95,28,16,90,51,37,22,4551,0,13327.72
9482,125,3196,327,31,2024-11-28 06:08:32.862859,2025-02-15 06:08:32.938370,Store Y,3.72,111,16,166,86,7,89,546,0,19398.73
9483,220,1110,299,15,2025-01-05 06:08:32.862865,2025-02-02 06:08:32.938375,Warehouse A,3.0,90,13,188,48,20,58,1991,0,25509.99
9484,497,7023,285,36,2024-12-23 06:08:32.862870,2024-12-28 06:08:32.938380,Warehouse A,3.87,116,15,64,61,56,87,3044,0,1754.81
9485,281,5159,34,64,2025-01-13 06:08:32.862877,2025-02-12 06:08:32.938385,Warehouse B,2.11,63,17,179,40,10,53,671,1,1594.29
9486,298,4867,20,24,2025-02-19 06:08:32.862885,2025-01-04 06:08:32.938390,Warehouse B,2.3,69,5,90,3,49,17,3194,1,110.72
9487,401,8641,110,73,2025-01-23 06:08:32.862894,2025-01-31 06:08:32.938395,Warehouse A,4.13,123,7,119,30,22,43,4721,0,3554.23
9488,354,6004,487,26,2025-01-29 06:08:32.862903,2025-02-17 06:08:32.938400,Distribution Hub,1.7,51,26,87,24,5,66,176,0,21402.59
9489,221,9204,318,12,2024-12-17 06:08:32.862911,2025-01-08 06:08:32.938405,Warehouse B,2.22,66,28,157,67,45,93,485,0,15661.3
9490,130,8077,347,19,2025-02-20 06:08:32.862921,2025-02-08 06:08:32.938411,Store Y,0.56,16,15,120,2,14,12,688,0,26145.3
9491,414,4261,486,72,2025-01-09 06:08:32.862930,2025-02-12 06:08:32.938416,Distribution Hub,3.0,90,19,100,44,10,85,3761,0,36235.86
9492,384,1662,144,72,2025-01-13 06:08:32.862938,2025-01-27 06:08:32.938421,Warehouse A,4.33,129,11,197,40,26,71,566,0,4988.19
9493,205,9885,11,98,2025-02-03 06:08:32.862947,2025-02-08 06:08:32.938426,Store Y,0.63,18,20,124,19,14,18,3241,1,438.31
9494,323,4390,243,71,2024-12-21 06:08:32.862956,2025-01-09 06:08:32.938431,Store Y,3.26,97,10,48,63,44,48,1116,0,7201.29
9495,372,4018,497,94,2025-01-29 06:08:32.862965,2025-01-16 06:08:32.938436,Distribution Hub,4.3,129,24,198,24,37,154,4157,0,20967.58
9496,497,2902,145,18,2025-01-03 06:08:32.862974,2025-02-19 06:08:32.938442,Warehouse A,2.72,81,28,160,50,3,114,4091,0,5397.52
9497,331,5171,238,33,2025-02-02 06:08:32.862983,2025-02-09 06:08:32.938447,Store Y,1.91,57,14,18,20,13,40,3833,0,16219.5
9498,355,1328,91,41,2024-12-27 06:08:32.862991,2025-01-09 06:08:32.938452,Warehouse B,4.98,149,8,131,57,44,59,4941,0,1580.44
9499,123,7295,315,12,2025-01-03 06:08:32.862999,2025-02-13 06:08:32.938457,Warehouse B,0.79,23,10,190,50,9,11,3027,0,2435.51
9500,208,4846,322,42,2024-12-26 06:08:32.863008,2024-12-28 06:08:32.938462,Distribution Hub,1.45,43,16,188,58,56,34,4946,0,2213.37
9501,290,1224,114,52,2025-01-22 06:08:32.863018,2024-12-31 06:08:32.938467,Warehouse B,4.48,134,7,92,31,53,47,615,0,11023.56
9502,446,3520,14,21,2025-01-16 06:08:32.863027,2025-01-25 06:08:32.938473,Store X,1.84,55,16,169,37,28,44,1355,1,397.47
9503,124,9064,271,94,2025-02-18 06:08:32.863032,2025-02-11 06:08:32.938478,Warehouse A,4.19,125,27,61,4,11,169,1545,0,20204.76
9504,286,4714,21,41,2024-12-26 06:08:32.863037,2024-12-29 06:08:32.938483,Store Y,2.0,60,20,149,58,55,60,4910,1,1540.59
9505,387,3407,117,29,2025-02-12 06:08:32.863043,2025-01-14 06:08:32.938488,Store Y,4.15,124,16,75,10,39,99,4683,0,9879.53
9506,215,7683,368,76,2024-12-21 06:08:32.863048,2025-02-03 06:08:32.938493,Distribution Hub,3.59,107,19,109,63,19,102,3123,0,15405.08
9507,437,1810,94,77,2025-01-17 06:08:32.863053,2025-01-17 06:08:32.938498,Distribution Hub,2.61,78,26,30,36,36,101,1197,0,6257.08
9508,465,7752,446,26,2024-12-29 06:08:32.863059,2025-02-21 06:08:32.938504,Store Y,2.85,85,27,177,55,1,115,3269,0,17603.9
9509,136,4117,414,90,2024-12-27 06:08:32.863064,2025-02-03 06:08:32.938509,Warehouse B,1.3,39,25,20,57,19,48,4698,0,11291.93
9510,381,5773,256,28,2024-11-29 06:08:32.863070,2025-02-11 06:08:32.938514,Distribution Hub,1.02,30,25,70,85,11,38,4387,0,25267.82
9511,236,4290,330,13,2025-01-10 06:08:32.863075,2025-01-16 06:08:32.938519,Store X,3.73,111,22,37,43,37,123,821,0,29964.93
9512,326,3251,261,26,2024-12-19 06:08:32.863080,2025-01-24 06:08:32.938524,Distribution Hub,4.32,129,20,14,65,29,129,4624,0,12815.96
9513,419,5661,86,73,2025-02-10 06:08:32.863085,2025-01-07 06:08:32.938529,Warehouse B,3.75,112,10,123,12,46,56,476,0,5396.68
9514,427,5606,392,31,2024-12-22 06:08:32.863091,2025-02-05 06:08:32.938535,Warehouse A,4.61,138,21,24,62,17,145,3766,0,38062.05
9515,281,7421,435,75,2025-01-29 06:08:32.863096,2025-01-04 06:08:32.938540,Store X,4.51,135,27,169,24,49,182,1398,0,16335.47
9516,461,4052,463,51,2025-02-20 06:08:32.863101,2025-02-13 06:08:32.938545,Distribution Hub,4.0,120,7,90,2,9,42,3436,0,39290.72
9517,185,9207,317,85,2025-01-06 06:08:32.863106,2025-02-16 06:08:32.938550,Warehouse A,4.54,136,22,50,47,6,149,1341,0,13519.48
9518,152,5451,57,54,2024-12-28 06:08:32.863111,2025-01-12 06:08:32.938555,Warehouse A,1.25,37,15,173,56,41,28,2855,0,5012.07
9519,447,5925,229,20,2024-11-30 06:08:32.863117,2025-02-18 06:08:32.938561,Store Y,3.79,113,27,87,84,4,153,2975,0,11732.75
9520,454,3646,107,62,2025-02-06 06:08:32.863122,2025-01-06 06:08:32.938566,Warehouse B,3.89,116,29,114,16,47,169,4897,0,5949.78
9521,334,3906,18,69,2025-01-19 06:08:32.863127,2025-01-25 06:08:32.938576,Store Y,1.19,35,21,146,34,28,37,1345,1,1383.18
9522,366,2746,364,38,2024-12-07 06:08:32.863132,2025-01-03 06:08:32.938582,Warehouse B,4.59,137,10,90,77,50,68,4356,0,32296.83
9523,386,5309,140,29,2025-02-04 06:08:32.863137,2025-01-19 06:08:32.938588,Warehouse A,0.54,16,28,181,18,34,22,352,0,4226.54
9524,199,1448,378,14,2025-01-24 06:08:32.863146,2025-01-15 06:08:32.938593,Distribution Hub,2.46,73,22,144,29,38,81,1604,0,28899.04
9525,186,4012,159,34,2024-12-30 06:08:32.863155,2025-01-03 06:08:32.938598,Warehouse B,0.6,18,9,105,54,50,8,4482,0,15129.73
9526,495,2568,99,43,2025-01-02 06:08:32.863163,2025-02-11 06:08:32.938603,Warehouse B,2.86,85,20,53,51,11,85,4399,0,706.73
9527,114,4491,264,21,2025-02-08 06:08:32.863168,2025-02-13 06:08:32.938609,Warehouse A,2.35,70,24,181,14,9,84,3374,0,5252.41
9528,200,8310,237,37,2024-12-26 06:08:32.863174,2025-01-17 06:08:32.938614,Store X,3.3,99,14,15,58,36,69,3020,0,9166.51
9529,264,7883,237,15,2025-01-18 06:08:32.863179,2025-02-21 06:08:32.938619,Warehouse A,3.95,118,20,153,35,1,118,3088,0,18889.99
9530,128,6984,48,28,2025-02-13 06:08:32.863184,2025-02-20 06:08:32.938624,Warehouse A,3.96,118,7,13,9,2,41,277,0,2908.51
9531,213,8088,164,21,2025-01-16 06:08:32.863189,2025-02-09 06:08:32.938629,Warehouse B,3.75,112,14,73,37,13,78,2874,0,15185.16
9532,206,5768,286,34,2025-02-10 06:08:32.863196,2025-01-07 06:08:32.938634,Warehouse A,0.96,28,28,14,12,46,40,2885,0,14008.05
9533,463,2064,414,22,2024-11-29 06:08:32.863204,2025-02-03 06:08:32.938640,Store Y,2.38,71,22,174,85,19,78,3975,0,21751.72
9534,229,4821,58,90,2024-12-02 06:08:32.863212,2025-01-09 06:08:32.938645,Warehouse A,4.17,125,20,112,82,44,125,723,1,3376.86
9535,183,9759,182,85,2025-02-11 06:08:32.863219,2025-01-05 06:08:32.938650,Distribution Hub,3.44,103,21,163,11,48,108,1657,0,16591.73
9536,370,2436,146,12,2025-01-26 06:08:32.863224,2025-01-02 06:08:32.938655,Warehouse A,3.56,106,21,167,27,51,112,4154,0,1554.62
9537,343,7097,446,33,2024-11-26 06:08:32.863235,2025-02-19 06:08:32.938661,Warehouse A,1.52,45,14,139,88,3,31,1439,0,23874.35
9538,487,3483,385,17,2025-01-10 06:08:32.863241,2025-01-03 06:08:32.938666,Distribution Hub,1.96,58,9,124,43,50,26,695,0,15692.54
9539,313,8719,300,99,2025-01-03 06:08:32.863246,2025-01-28 06:08:32.938673,Store X,4.8,144,29,155,50,25,208,483,0,10226.55
9540,405,5800,95,54,2025-02-02 06:08:32.863251,2025-01-07 06:08:32.938683,Store X,4.31,129,8,16,20,46,51,2859,0,6938.98
9541,265,7382,42,81,2025-02-09 06:08:32.863256,2025-02-08 06:08:32.938692,Store X,1.24,37,19,119,13,14,35,2687,1,1558.24
9542,378,5829,353,10,2025-01-06 06:08:32.863261,2025-02-14 06:08:32.938699,Store Y,2.95,88,20,120,47,8,88,2464,0,2588.1
